Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Myanmar,MMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.104,9.026,8.951,8.878,8.806,8.731,8.65,8.56,8.465,8.368,8.276,8.196,8.136,8.099,8.087,8.101,8.135,
Montenegro,MNE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.747,9.88,9.989,10.088,10.179,10.252,10.292,10.288,10.238,10.15,10.04,9.93,9.84,9.787,9.775,9.803,9.863,
Mongolia,MNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.688,7.498,7.335,7.2,7.091,7.003,6.923,6.844,6.758,6.666,6.57,6.479,6.403,6.348,6.317,6.308,6.318,
Northern Mariana Islands,MNP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.466,16.031,15.589,15.131,14.655,14.17,13.687,13.222,12.785,12.38,12.006,11.658,11.325,11.002,10.686,10.381,10.091,
Mauritania,MRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.58,9.519,9.453,9.377,9.287,9.182,9.062,8.932,8.796,8.658,8.521,8.39,8.267,8.154,8.051,7.96,7.88,
Mauritius,MUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.7,6.9,7,6.9,7,7.4,6.9,7.2,7.4,7.3,7.3,7.4,7.5,7.7,7.7,8.1,
Malawi,MWI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.544,16.189,15.736,15.184,14.539,13.81,13.016,12.189,11.366,10.574,9.844,9.199,8.643,8.174,7.794,7.498,7.276,
Malaysia,MYS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.458,4.448,4.453,4.472,4.504,4.544,4.585,4.622,4.652,4.674,4.691,4.708,4.731,4.764,4.809,4.865,4.93,
Namibia,NAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.997,11.393,11.719,11.948,12.059,12.027,11.831,11.488,11.029,10.48,9.881,9.276,8.704,8.196,7.776,7.455,7.23,
New Caledonia,NCL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.1,5.2,5.1,5,4.9,4.9,4.7,5,4.8,5.1,4.8,5.2,5.1,5.2,5.2,5.4,5.7,
Niger,NER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.269,16.732,16.195,15.65,15.097,14.535,13.965,13.396,12.836,12.296,11.786,11.32,10.903,10.536,10.218,9.942,9.7,
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.894,17.675,17.397,17.064,16.684,16.271,15.844,15.422,15.021,14.648,14.306,13.987,13.681,13.376,13.071,12.766,12.462,
Nicaragua,NIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.288,5.195,5.113,5.045,4.988,4.94,4.901,4.867,4.839,4.815,4.795,4.779,4.768,4.764,4.766,4.773,4.784,
Netherlands,NLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.8,8.7,8.8,8.7,8.4,8.4,8.3,8.1,8.2,8.1,8.2,8.1,8.4,8.4,8.3,8.7,8.7,
Norway,NOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.7,9.8,9.3,9,8.9,8.9,8.9,8.7,8.6,8.5,8.4,8.4,8.1,7.9,7.8,7.8,
Nepal,NPL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.507,8.208,7.938,7.698,7.486,7.3,7.139,6.998,6.875,6.767,6.67,6.584,6.508,6.441,6.382,6.329,6.283,
Nauru,NRU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.91,7.16,7.1,6.95,6.95,6.54,6.75,6.75,6.85,6.73,6.53,6.86,6.82,6.65,6.88,6.87,6.64,
Oman,OMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.518,3.413,3.318,3.232,3.152,3.078,3.01,2.949,2.895,2.845,2.799,2.754,2.709,2.663,2.618,2.574,2.533,
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.728,8.572,8.439,8.328,8.237,8.161,8.092,8.021,7.945,7.859,7.767,7.67,7.576,7.489,7.412,7.344,7.283,
Panama,PAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.776,4.777,4.782,4.79,4.803,4.819,4.837,4.855,4.874,4.892,4.909,4.925,4.941,4.958,4.976,4.995,5.016,
Peru,PER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.788,5.699,5.628,5.575,5.54,5.521,5.517,5.524,5.539,5.557,5.577,5.595,5.61,5.624,5.635,5.643,5.65,
Philippines,PHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.989,5.966,5.947,5.932,5.921,5.921,5.935,5.969,6.023,6.093,6.174,6.258,6.336,6.403,6.457,6.496,6.524,
Palau,PLW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.5,7,6.7,6.7,6.9,6.7,7.2,7.5,8.4,8.5,8.1,8.3,7.8,10.9,9.5,7.7,10,
Papua New Guinea,PNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.315,8.191,8.062,7.932,7.803,7.681,7.569,7.471,7.389,7.323,7.272,7.234,7.204,7.178,7.155,7.133,7.112,
Poland,POL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6,9.5,9.4,9.6,9.5,9.6,9.7,9.9,10,10.1,9.9,9.9,10.1,10.2,9.9,10.4,10.2,
Puerto Rico,PRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.48,7.5,7.28,7.31,7.46,7.6,7.29,7.44,7.61,7.78,7.833,8,8.1,8.1,8.5,8.084,8.1,
"Korea, Dem. People’s Rep.",PRK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.076,8.911,8.734,8.616,8.578,8.616,8.7,8.78,8.821,8.817,8.777,8.72,8.675,8.662,8.687,8.75,8.844,
Portugal,PRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,10.1,10.2,10.4,9.7,10.2,9.7,9.8,9.9,9.9,10,9.7,10.2,10.2,10.1,10.5,10.7,
Paraguay,PRY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.771,5.708,5.655,5.616,5.591,5.579,5.576,5.577,5.579,5.58,5.581,5.586,5.598,5.618,5.647,5.685,5.729,
West Bank and Gaza,PSE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.5,4.4,4.3,4.2,4.1,4,3.9,3.675,3.639,3.62,3.601,3.583,3.565,3.548,3.531,3.514,3.498,
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.018,1.981,1.936,1.885,1.83,1.772,1.715,1.66,1.61,1.568,1.534,1.51,1.496,1.491,1.495,1.509,1.531,
Romania,ROU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.4,11.7,12.4,12.4,12.1,12.3,12.2,12.1,12.3,12.6,12.8,12.5,12.7,12.4,12.8,13.2,13,
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.3,15.6,15.4,16.4,16,16.1,15.2,14.6,14.5,14.1,14.2,13.5,13.3,13,13.1,13,12.9,
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.717,13.125,12.942,12.702,12.266,11.578,10.687,9.761,8.932,8.225,7.654,7.211,6.86,6.572,6.332,6.132,5.966,
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.737,3.687,3.652,3.63,3.618,3.612,3.609,3.605,3.597,3.587,3.572,3.557,3.543,3.534,3.533,3.54,3.557,
Sudan,SDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.289,10.083,9.875,9.664,9.45,9.236,9.02,8.806,8.597,8.395,8.205,8.031,7.876,7.74,7.622,7.522,7.435,
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.72,10.477,10.185,9.86,9.509,9.142,8.766,8.387,8.014,7.656,7.321,7.015,6.738,6.488,6.266,6.071,5.899,
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.5,4.3,4.4,4.5,4.4,4.4,4.4,4.5,4.4,4.3,4.4,4.5,4.5,4.6,4.7,4.8,4.8,
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.531,7.264,7.015,6.783,6.567,6.365,6.173,5.989,5.812,5.641,5.477,5.324,5.184,5.058,4.948,4.852,4.771,
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,23.986,23.013,22.028,21.062,20.142,19.275,18.456,17.667,16.896,16.152,15.45,14.811,14.247,13.765,13.361,13.028,12.751,
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.801,6.759,6.718,6.683,6.653,6.628,6.608,6.593,6.584,6.581,6.584,6.594,6.61,6.633,6.66,6.691,6.725,
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,6.3,7.3,7.5,7.2,6,6.266666667,6.533333333,6.8,7.1,7.4,7.7,7.1,7.6,
Somalia,SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.497,15.195,14.944,14.707,14.469,14.223,13.967,13.708,13.452,13.197,12.941,12.682,12.421,12.157,11.893,11.629,11.367,
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.8,13.2,13.7,13.9,14,14.3,13.88,13.92,13.97,14.2,14.2,14.2,14.2,14,14.2,14.6,14.3,
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.996,15.65,15.318,14.998,14.685,14.374,14.059,13.74,13.417,13.089,12.76,12.434,12.116,11.811,11.52,11.244,10.982,
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.028,8.896,8.743,8.57,8.382,8.185,7.99,7.805,7.637,7.488,7.359,7.244,7.135,7.027,6.918,6.806,6.694,
Suriname,SUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.45,7.471,7.472,7.45,7.409,7.352,7.286,7.223,7.169,7.13,7.111,7.111,7.129,7.16,7.202,7.254,7.313,
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.7,9.6,9.7,9.7,10,9.9,10,9.9,9.8,9.9,9.6,9.7,9.6,9.5,9.9,9.6,
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.3,9.3,9.4,9.7,9.3,9.4,9.1,9.2,9.1,9.2,9.1,9.1,9.4,9.4,9.2,9.6,9.5,
Sweden,SWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.5,10.5,10.6,10.4,10.1,10.2,10,10,9.9,9.7,9.6,9.5,9.7,9.4,9.2,9.3,9.2,
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,3.4,3.6,3.2,3.8,3.1,4.1,5.1,5.4,4.7,4.7,4.6,,
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.8,6.8,7.7,8.1,7.2,8.1,7.8,7.4,7.6,7.8,7.4,7.9,7.4,8,7.9,7.5,7.9,
Syrian Arab Republic,SYR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.716,3.651,3.576,3.497,3.427,3.396,3.438,3.572,3.798,4.103,4.457,4.818,5.142,5.391,5.545,5.589,5.522,
Turks and Caicos Islands,TCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,
Chad,TCD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.823,17.718,17.597,17.45,17.268,17.039,16.75,16.405,16.012,15.581,15.131,14.683,14.256,13.866,13.519,13.217,12.953,
Togo,TGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.697,12.634,12.516,12.352,12.146,11.896,11.602,11.269,10.909,10.535,10.165,9.818,9.504,9.232,9.007,8.827,8.686,
Thailand,THA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.877,6.949,7.006,7.049,7.082,7.107,7.13,7.155,7.187,7.229,7.284,7.354,7.437,7.531,7.636,7.75,7.872,
Tajikistan,TJK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.033,6.763,6.528,6.322,6.145,5.996,5.868,5.758,5.659,5.568,5.485,5.408,5.341,5.284,5.235,5.194,5.158,
Turkmenistan,TKM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.771,7.715,7.66,7.601,7.536,7.467,7.399,7.337,7.285,7.245,7.214,7.189,7.167,7.145,7.122,7.098,7.076,
Timor-Leste,TLS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.407,8.847,8.328,7.844,7.4,7.008,6.678,6.416,6.22,6.082,5.988,5.922,5.865,5.803,5.727,5.635,5.53,
Tonga,TON,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.248,6.248,6.246,6.242,6.236,6.227,6.216,6.202,6.186,6.168,6.147,6.124,6.098,6.072,6.044,6.016,5.989,
Trinidad and Tobago,TTO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.073,8.177,8.286,8.398,8.51,8.618,8.719,8.812,8.897,8.975,9.049,9.123,9.2,9.286,9.383,9.491,9.612,
Tunisia,TUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.538,5.586,5.644,5.71,5.781,5.854,5.931,6.01,6.091,6.169,6.239,6.295,6.335,6.357,6.364,6.357,6.341,
Turkey,TUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.465,6.334,6.22,6.125,6.048,5.989,5.945,5.911,5.886,5.866,5.849,5.835,5.824,5.817,5.814,5.814,5.819,
Tuvalu,TUV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.46,12.955,12.417,11.865,11.316,10.787,10.29,9.825,9.394,8.998,8.633,8.29,7.959,7.635,7.318,7.015,6.737,
Uganda,UGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.976,15.244,14.499,13.771,13.083,12.454,11.889,11.378,10.913,10.495,10.125,9.802,9.523,9.28,9.066,8.874,8.697,
Ukraine,UKR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.3,15.3,15.3,16.00821535,16.04371612,16.6,16.2,16.4,16.31,15.3,15.2,14.5,14.5,14.6,14.7,14.9,14.7,
Uruguay,URY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.424,9.412,9.395,9.371,9.34,9.306,9.275,9.251,9.238,9.237,9.248,9.267,9.29,9.313,9.334,9.352,9.366,
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5,8.5,8.5,8.4,8.2,8.3,8.1,8,8.1,7.9,7.995,8.073,8.102,8.215,8.237,8.44,8.4,
Uzbekistan,UZB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.500840676,5.309233446,5.422163408,5.316598549,5.040019316,5.372602715,5.271090805,5.11500451,5.083453285,4.8,4.9,4.9,4.9,4.8,4.9,4.9,4.9,
"Venezuela, RB",VEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.983,4.981,4.991,5.011,5.042,5.081,5.129,5.181,5.235,5.29,5.342,5.392,5.439,5.483,5.526,5.567,5.609,
Virgin Islands (U.S.),VIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6,5.6,5.7,5.8,5.8,6.1,5.8,6.7,6.7,6.6,6.6,6.6,6.7,6.9,7.1,7.3,7.6,
Vietnam,VNM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.539,5.523,5.521,5.528,5.543,5.565,5.59,5.619,5.65,5.68,5.709,5.734,5.755,5.774,5.791,5.806,5.821,
Vanuatu,VUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.227,6.025,5.83,5.647,5.479,5.33,5.203,5.097,5.01,4.942,4.89,4.852,4.825,4.806,4.792,4.782,4.775,
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.097,6.018,5.943,5.872,5.803,5.731,5.653,5.568,5.475,5.378,5.281,5.191,5.113,5.052,5.009,4.983,4.973,
Kosovo,XKX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7,7.1,7.1,7,7,7,7,7,7,7,7.1,7,7,7,7,7,7,
"Yemen, Rep.",YEM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.09,8.875,8.659,8.44,8.218,7.998,7.785,7.584,7.4,7.234,7.088,6.958,6.842,6.735,6.636,6.543,6.456,
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.624,12.309,12.96,13.539,14.009,14.317,14.421,14.319,14.029,13.575,12.997,12.346,11.684,11.066,10.529,10.102,9.793,
Zambia,ZMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.241,16.637,15.966,15.25,14.509,13.757,13.001,12.248,11.508,10.8,10.144,9.56,9.054,8.626,8.276,7.998,7.78,
Zimbabwe,ZWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.256,16.611,16.771,16.73,16.487,16.04,15.398,14.604,13.713,12.774,11.838,10.954,10.148,9.441,8.856,8.402,8.078,
